Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score,Credit_History_Months,Num_Loan_Types,Has_Loan
April,26.0,Mechanic,77418.52,6450.543333333334,7.0,9.0,20.0,7.0,38,21.0,20.05,6.0,Bad,3962.08,29.66000321413567,Yes,49237.0,260.77814077782574,Low_spent_Medium_value_payments,325.2451602723744,Poor,139.0,7,1
May,26.0,Mechanic,77418.52,6450.543333333334,7.0,9.0,20.0,7.0,38,24.0,20.05,6.0,Bad,3962.08,34.949404403305145,,339.0310322831334,135.73984565768305,High_spent_Large_value_payments,410.283455392517,Poor,140.0,7,1
June,26.0,Mechanic,77418.52,6450.543333333334,7.0,9.0,20.0,7.0,38,21.0,20.05,6.0,Bad,3962.08,23.11099850674652,Yes,339.0310322831334,78.03120583236945,High_spent_Large_value_payments,467.9920952178306,Poor,141.0,7,1
July,26.0,Mechanic,77418.52,6450.543333333334,7.0,9.0,20.0,7.0,38,18.0,20.05,9.0,Bad,3962.08,28.246876550447286,Yes,339.0310322831334,141.0930373149117,High_spent_Large_value_payments,404.9302637352884,Poor,142.0,7,1
August,26.0,Mechanic,77418.52,6450.543333333334,7.0,9.0,20.0,7.0,38,23.0,20.05,9.0,Bad,3962.08,23.412148890983463,Yes,339.0310322831334,180.42204314859828,,405.6012579016018,Poor,143.0,7,1
January,45.0,Architect,24199.24,,3.0,7.0,6.0,1.0,26,14.0,0.67,2.0,_,784.35,36.687086260397294,No,13.886305431201704,22.73334864045816,High_spent_Large_value_payments,398.5406792616735,Good,253.0,1,1
February,46.0,Architect,24199.24,1951.6033333333328,3.0,7.0,6.0,1.0,26,14.0,0.67,2.0,Good,784.35,34.004875152269776,No,13.886305431201704,36.25883985476772,High_spent_Small_value_payments,405.015188047364,Good,254.0,1,1
March,,Architect,24199.24,1951.6033333333328,3.0,7.0,6.0,1.0,26,17.0,0.67,2.0,Good,784.35,32.68423992148713,No,13.886305431201704,57.54456033519843,High_spent_Medium_value_payments,373.7294675669333,Good,,1,1
April,46.0,Architect,24199.24,1951.6033333333328,3.0,7.0,,1.0,26,14.0,0.67,2.0,Good,784.35,29.912842700385536,No,13.886305431201704,89.24234196886617,High_spent_Small_value_payments,352.0316859332655,Good,256.0,1,1
May,46.0,Architect,24199.24,1951.6033333333328,3.0,7.0,6.0,1.0,28,12.0,1.67,2.0,Good,784.35,34.766540252609055,No,13.886305431201704,10000.0,High_spent_Medium_value_payments,392.5004253166014,Good,257.0,1,1
June,46.0,Architect,24199.24,,3.0,7.0,6.0,1.0,26,14.0,0.67,2.0,Good,784.35,29.912858159993053,No,13.886305431201704,42.25344080277093,,379.0205870993608,Good,258.0,1,1
July,46.0,Architect,24199.24,1951.6033333333328,3.0,7.0,6.0,1.0,27,14.0,0.67,4.0,Good,784.35,34.89134644163028,No,13.886305431201704,255.02632430722127,,216.24770359491043,Good,,1,1
August,46.0,Architect,24199.24,1951.6033333333328,3.0,7.0,6.0,1.0,29,14.0,0.67,4.0,Good,784.35,38.036707094098304,No,13.886305431201704,48.20542533260876,High_spent_Small_value_payments,393.06860256952285,Good,260.0,1,1
January,47.0,Musician,28587.29,2621.2741666666666,4.0,1.0,7.0,0.0,0,,1.22,0.0,Good,1496.38,32.11737766868046,No,47759.0,185.96036419707488,Low_spent_Small_value_payments,366.1670524695919,Good,290.0,0,0
February,47.0,Musician,28587.29,2621.2741666666666,4.0,1.0,7.0,0.0,0,2.0,1.22,0.0,Good,1496.38,27.752090381640453,No,0.0,129.73713399160098,Low_spent_Small_value_payments,422.3902826750657,Good,291.0,0,0
March,47.0,Musician,28587.29,2621.2741666666666,4.0,1.0,7.0,0.0,0,4.0,1.22,0.0,Good,1496.38,30.014789662514406,No,0.0,135.70928055342048,Low_spent_Small_value_payments,416.4181361132461,Good,292.0,0,0
April,47.0,Musician,28587.29,2621.2741666666666,4.0,1.0,7.0,0.0,0,2.0,1.22,0.0,Good,1496.38,34.26125933862292,,0.0,88.74306479368437,Low_spent_Small_value_payments,463.3843518729824,Good,293.0,0,0
May,47.0,Musician,28587.29,2621.2741666666666,4.0,1.0,7.0,0.0,4,2.0,3.22,1.0,_,1496.38,36.65870651727915,No,0.0,210.62438007776328,Low_spent_Large_value_payments,321.5030365889033,Good,294.0,0,0
June,47.0,Musician,28587.29,2621.2741666666666,4.0,1.0,7.0,0.0,0,2.0,1.22,1.0,_,1496.38,28.714813149093622,No,0.0,84.66215366681094,Low_spent_Large_value_payments,447.46526299985567,Good,295.0,0,0
July,,Musician,28587.29,2621.2741666666666,4.0,1.0,7.0,0.0,0,2.0,1.22,1.0,Good,1496.38,27.83258805167875,No,0.0,94.14628842680057,High_spent_Medium_value_payments,417.9811282398661,Good,296.0,0,0
August,48.0,,28587.29,2621.2741666666666,4.0,1.0,7.0,0.0,-3,2.0,1.22,1.0,Good,1496.38,28.10611882257154,No,0.0,123.20256314871656,Low_spent_Large_value_payments,408.9248535179501,Good,297.0,0,0
January,31.0,Manager,16578.115,1426.5095833333337,3.0,5.0,15.0,2.0,10,16.0,13.29,2.0,Standard,1054.86,34.12223746326529,Yes,21.42597208431386,25.856414547455763,High_spent_Medium_value_payments,345.3685717015637,Standard,273.0,2,1
February,31.0,Manager,16578.115,1426.5095833333337,3.0,5.0,15.0,2.0,10,13.0,13.29,2.0,Standard,1054.86,35.677357846737266,Yes,21.42597208431386,58.176799318603706,Low_spent_Small_value_payments,353.0481869304158,Standard,274.0,2,1
March,32.0,Manager,16578.115,1426.5095833333337,3.0,5.0,15.0,2.0,10,13.0,,2.0,Standard,1054.86,35.73134519260324,Yes,21.42597208431386,28.291332257724715,High_spent_Medium_value_payments,342.9336539912948,Standard,275.0,2,1
April,32.0,Manager,16578.115,1426.5095833333337,3.0,5.0,15.0,2.0,9,13.0,8.29,2.0,Standard,1054.86,38.49923982945248,Yes,21.42597208431386,54.14674132054632,High_spent_Small_value_payments,327.0782449284732,Standard,276.0,2,1
May,32.0,Manager,16578.115,1426.5095833333337,3.0,5.0,15.0,2.0,10,13.0,13.29,7.0,Standard,1054.86,23.695653496688408,,21.42597208431386,120.49076320180689,Low_spent_Small_value_payments,290.73422304721265,Standard,277.0,2,1
June,32.0,Manager,16578.115,1426.5095833333337,3.0,5.0,15.0,2.0,10,12.0,17.29,7.0,Standard,1054.86,29.04880468121182,Yes,21.42597208431386,53.91212945916464,Low_spent_Medium_value_payments,347.3128567898549,Standard,278.0,2,1
July,32.0,Manager,16578.115,1426.5095833333337,3.0,5.0,15.0,2.0,10,12.0,13.29,7.0,Standard,1054.86,37.885085985704414,Yes,21.42597208431386,160.054057289336,Low_spent_Small_value_payments,251.1709289596835,Standard,279.0,2,1
August,32.0,Manager,16578.115,1426.5095833333337,3.0,5.0,15.0,2.0,10,13.0,13.29,7.0,Standard,1054.86,33.19470505775127,Yes,21.42597208431386,,,323.85435911926857,Standard,280.0,2,1
January,20.0,Writer,74647.4,6327.616666666666,6.0,5.0,20.0,6.0,52,17.0,26.16,8.0,Bad,4167.43,26.03835259956693,Yes,309.5754020995854,142.36149897540682,High_spent_Large_value_payments,420.8247655916745,Standard,159.0,6,1
February,20.0,Writer,74647.4,6327.616666666666,6.0,5.0,20.0,6.0,52,14.0,26.16,8.0,_,4167.43,32.84289151317562,Yes,24423.0,59.456790003768255,High_spent_Large_value_payments,503.729474563313,Standard,160.0,6,1
March,20.0,Writer,74647.4,6327.616666666666,6.0,5.0,20.0,6.0,52,17.0,26.16,8.0,Bad,4167.43,31.659758430618485,Yes,309.5754020995854,161.5712331283246,High_spent_Large_value_payments,401.6150314387567,Standard,,6,1
April,20.0,Writer,74647.4,6327.616666666666,6.0,5.0,20.0,6.0,52,,26.16,8.0,Bad,4167.43,35.71557291866193,,309.5754020995854,141.27123716193228,High_spent_Small_value_payments,441.915027405149,Standard,,6,1
May,20.0,Writer,74647.4,6327.616666666666,6.0,5.0,20.0,6.0,52,17.0,26.16,8.0,Bad,4167.43,31.68085601195186,Yes,309.5754020995854,553.8526994870209,Low_spent_Medium_value_payments,49.333565080060346,Standard,163.0,6,1
June,,Writer,74647.4,,6.0,5.0,20.0,6.0,49,17.0,26.16,8.0,Bad,4167.43,38.342253811873945,Yes,309.5754020995854,158.3173100895806,High_spent_Large_value_payments,404.8689544775008,Standard,164.0,6,1
July,20.0,Writer,74647.4,6327.616666666666,6.0,5.0,20.0,6.0,52,20.0,26.16,13.0,Bad,4167.43,32.43130358326144,Yes,309.5754020995854,93.96183185719676,High_spent_Large_value_payments,469.22443270988447,Standard,165.0,6,1
August,20.0,Writer,74647.4,6327.616666666666,6.0,5.0,20.0,6.0,52,17.0,26.16,13.0,Bad,4167.43,34.936324684015624,,309.5754020995854,130.46824328757367,High_spent_Large_value_payments,432.7180212795076,Standard,166.0,6,1
January,43.0,Mechanic,34766.06,3133.171666666666,0.0,1.0,11.0,3.0,6,4.0,5.71,,_,1374.23,32.026208704403764,No,78.09310673608609,339.1781647504636,Low_spent_Small_value_payments,186.04589518011704,Good,190.0,3,1
February,43.0,Mechanic,34766.06,,0.0,1.0,11.0,3.0,4,5.0,12.71,0.0,Good,1374.23,28.660070215888933,No,78.09310673608609,10000.0,High_spent_Medium_value_payments,376.2366463524526,Good,191.0,3,1
March,43.0,Mechanic,34766.06,3133.171666666666,0.0,1.0,11.0,3.0,4,6.0,5.71,0.0,Good,1374.23,35.561421056674746,No,78.09310673608609,182.6155518974313,Low_spent_Small_value_payments,342.6085080331493,Good,192.0,3,1
April,43.0,Mechanic,34766.06,3133.171666666666,0.0,1.0,11.0,,4,4.0,5.71,0.0,Good,1374.23,33.29576661652415,No,78.09310673608609,139.51360382358544,High_spent_Small_value_payments,355.71045610699514,Good,193.0,3,1
May,43.0,Mechanic,34766.06,3133.171666666666,0.0,1.0,11.0,3.0,4,4.0,5.71,0.0,Good,1374.23,26.773365236829267,No,78.09310673608609,59.758586272784825,High_spent_Medium_value_payments,425.4654736577957,Good,194.0,3,1
June,43.0,Mechanic,34766.06,3133.171666666666,0.0,1.0,11.0,3.0,4,4.0,5.71,0.0,Good,1374.23,32.74411422527947,,78.09310673608609,72.89949540851455,High_spent_Small_value_payments,422.32456452206605,Good,195.0,3,1
July,43.0,Mechanic,34766.06,3133.171666666666,0.0,1.0,11.0,3.0,4,4.0,6.71,0.0,Good,1374.23,36.61047784186224,,78.09310673608609,277.367935256679,,227.8561246739016,Standard,196.0,3,1
August,43.0,Mechanic,34766.06,3133.171666666666,0.0,1.0,11.0,,4,7.0,5.71,0.0,Good,1374.23,22.85036837975912,No,78.09310673608609,10000.0,Low_spent_Small_value_payments,324.163795801386,Good,,3,1
January,22.0,Engineer,16852.635,1691.3862499999998,4.0,6.0,9.0,0.0,29,13.0,19.68,6.0,Standard,775.22,34.0559081313986,Yes,0.0,136.2137083621921,Low_spent_Large_value_payments,302.9249166378079,Standard,,0,0
February,22.0,Engineer,16852.635,1691.3862499999998,4.0,6.0,9.0,0.0,27,13.0,19.68,6.0,Standard,775.22,39.5048710397965,Yes,0.0,69.04340588866569,Low_spent_Medium_value_payments,380.0952191113343,Standard,348.0,0,0
March,22.0,Engineer,16852.635,1691.3862499999998,4.0,6.0,9.0,0.0,27,13.0,19.68,6.0,Standard,775.22,32.7874582112336,,0.0,114.6230506573965,Low_spent_Small_value_payments,344.51557434260354,Standard,349.0,0,0
April,22.0,Engineer,16852.635,1691.3862499999998,4.0,6.0,9.0,0.0,31,13.0,19.68,8.0,_,775.22,28.01965468663675,Yes,66768.0,26.87019240117108,High_spent_Large_value_payments,382.2684325988289,Good,350.0,0,0
May,23.0,Engineer,16852.635,1691.3862499999998,4.0,6.0,9.0,,29,13.0,19.68,651.0,Standard,775.22,26.532902535328432,Yes,0.0,39.609766235065386,High_spent_Large_value_payments,369.5288587649346,Standard,,0,0
June,,Engineer,16852.635,,4.0,6.0,9.0,0.0,27,16.0,19.68,8.0,_,775.22,27.960805906264053,Yes,23365.0,61.12651060446528,Low_spent_Small_value_payments,398.0121143955347,Good,352.0,0,0
July,23.0,Engineer,16852.635,1530.8003731857482,4.0,6.0,9.0,0.0,27,13.0,19.68,8.0,Standard,775.22,22.389445583341196,Yes,160.58587681425155,186.20064563508305,Low_spent_Small_value_payments,272.93797936491694,Standard,353.0,0,0
August,23.0,Engineer,16852.635,1530.8003731857482,4.0,6.0,9.0,0.0,27,13.0,16.68,8.0,Standard,775.22,30.08041533923621,Yes,160.58587681425155,53.91582238232171,Low_spent_Large_value_payments,385.2228026176783,Good,354.0,0,0
January,20.0,Scientist,33502.1,2890.8416666666667,7.0,9.0,27.0,6.0,57,20.0,7.06,9.0,_,2362.68,33.84241127555231,Yes,158.60792715213003,186.6985264321312,Low_spent_Small_value_payments,233.77771308240557,Poor,,6,1
February,20.0,Scientist,33502.1,2890.8416666666667,7.0,9.0,27.0,6.0,57,20.0,7.06,9.0,Standard,2362.68,32.80233908313246,Yes,158.60792715213003,191.27711208245083,Low_spent_Small_value_payments,229.1991274320859,Standard,216.0,6,1
March,20.0,Scientist,33502.1,,7.0,9.0,27.0,6.0,57,19.0,7.06,9.0,Standard,2362.68,33.191008426708905,Yes,158.60792715213003,335.3377229837071,Low_spent_Small_value_payments,85.13851653082955,Poor,217.0,6,1
April,20.0,Scientist,33502.1,2890.8416666666667,7.0,9.0,27.0,6.0,57,20.0,7.06,9.0,Standard,2362.68,32.981167608798465,Yes,158.60792715213003,72.56920724061601,High_spent_Medium_value_payments,307.9070322739206,Poor,218.0,6,1
May,20.0,Scientist,33502.1,,7.0,9.0,27.0,6.0,57,20.0,7.06,9.0,Standard,2362.68,24.18776123612623,Yes,158.60792715213003,123.56805488263808,Low_spent_Small_value_payments,296.9081846318986,Poor,219.0,6,1
June,20.0,Scientist,33502.1,2890.8416666666667,7.0,9.0,27.0,6.0,57,22.0,7.06,12.0,Standard,2362.68,32.82688725557438,Yes,158.60792715213003,45.48514242128582,High_spent_Medium_value_payments,334.99109709325086,Poor,220.0,6,1
July,20.0,Scientist,33502.1,,7.0,9.0,27.0,6.0,57,18.0,7.06,12.0,Standard,2362.68,28.62570001177452,,158.60792715213003,73.51952212206103,High_spent_Medium_value_payments,306.95671739247564,Poor,221.0,6,1
August,,Scientist,33502.1,2890.8416666666667,7.0,9.0,27.0,6.0,57,20.0,12.06,12.0,Standard,2362.68,22.183579259878087,Yes,158.60792715213003,184.5481872661235,Low_spent_Large_value_payments,215.9280522484132,Poor,222.0,6,1
January,27.0,Media_Manager,91690.53,,2.0,6.0,,2.0,6,9.0,4.95,2.0,Good,1295.18,27.35397852929807,No,130.85085776482154,254.86996011482745,High_spent_Medium_value_payments,643.8669321203511,Standard,371.0,2,1
February,27.0,Media_Manager,91690.53,7795.8775,2.0,6.0,2.0,2.0,6,8.0,4.95,2.0,Good,1295.18,38.01529333965948,No,130.85085776482154,156.05106569209758,High_spent_Large_value_payments,732.6858265430809,Good,372.0,2,1
March,27.0,Media_Manager,91690.53,7795.8775,2.0,6.0,2.0,2.0,6,,4.95,4.0,Good,1295.18,35.36268415625656,No,130.85085776482154,217.3947251183109,Low_spent_Medium_value_payments,711.3421671168677,Good,373.0,2,1
April,27.0,Media_Manager,91690.53,7795.8775,2.0,6.0,2.0,2.0,6,8.0,4.95,4.0,Good,1295.18,26.198202316669448,,130.85085776482154,545.478027653361,,383.2588645818175,Good,374.0,2,1
May,27.0,Media_Manager,91690.53,,2.0,6.0,2.0,2.0,6,8.0,4.95,4.0,Good,1295.18,38.66431766008822,No,130.85085776482154,371.4258096789305,Low_spent_Medium_value_payments,557.311082556248,Good,,2,1
June,27.0,Media_Manager,91690.53,7795.8775,2.0,6.0,2.0,2.0,6,8.0,4.95,4.0,Good,1295.18,37.694254104068,No,130.85085776482154,289.44778663732933,High_spent_Medium_value_payments,609.2891055978492,Standard,376.0,2,1
July,27.0,Media_Manager,91690.53,,2.0,6.0,2.0,2.0,6,8.0,4.95,4.0,_,1295.18,41.84090205055843,No,130.85085776482154,229.8692499545296,Low_spent_Medium_value_payments,698.8676422806489,Good,377.0,2,1
August,27.0,,91690.53,7795.8775,2.0,6.0,2.0,2.0,6,8.0,4.95,4.0,Good,1295.18,26.4487805517104,No,130.85085776482154,653.4233341850993,Low_spent_Medium_value_payments,275.3135580500793,Good,378.0,2,1
January,36.0,Entrepreneur,30502.54,,8.0,7.0,24.0,7.0,26,21.0,18.23,8.0,Standard,1672.68,37.25100052216536,Yes,154.3933582633662,43.839912122027854,High_spent_Large_value_payments,301.3545629479393,Poor,173.0,7,1
February,36.0,Entrepreneur,30502.54,,8.0,7.0,24.0,7.0,28,20.0,18.23,8.0,_,1672.68,34.87312302785357,Yes,154.3933582633662,168.02048754699098,Low_spent_Large_value_payments,207.17398752297623,Poor,174.0,7,1
March,37.0,Entrepreneur,30502.54,2595.8783333333336,8.0,7.0,24.0,7.0,25,,13.23,8.0,Standard,1672.68,27.97107605011445,Yes,154.3933582633662,216.17963011550145,Low_spent_Small_value_payments,179.01484495446576,Poor,175.0,7,1
April,37.0,Entrepreneur,30502.54,2595.8783333333336,8.0,7.0,24.0,7.0,25,20.0,18.23,8.0,Standard,1672.68,32.087806798462054,Yes,154.3933582633662,,Low_spent_Large_value_payments,161.93356350626038,Standard,176.0,7,1
May,37.0,Entrepreneur,30502.54,2595.8783333333336,8.0,7.0,24.0,7.0,25,20.0,18.23,8.0,Standard,1672.68,37.50922876669216,Yes,154.3933582633662,106.58244538094496,High_spent_Medium_value_payments,248.61202968902225,Poor,177.0,7,1
June,37.0,Entrepreneur,30502.54,2595.8783333333336,8.0,7.0,24.0,7.0,25,17.0,18.23,8.0,Standard,1672.68,34.62966311775444,Yes,154.3933582633662,20.997237025746237,High_spent_Large_value_payments,324.1972380442209,Poor,178.0,7,1
July,37.0,Entrepreneur,30502.54,2595.8783333333336,8.0,7.0,24.0,7.0,25,20.0,18.23,8.0,Standard,1672.68,32.29080245979257,Yes,154.3933582633662,199.5862852916872,Low_spent_Large_value_payments,175.60818977827998,Poor,179.0,7,1
August,37.0,Entrepreneur,30502.54,2595.8783333333336,8.0,7.0,24.0,7.0,25,20.0,13.23,8.0,Standard,1672.68,37.61101214370715,Yes,154.3933582633662,215.382797039876,Low_spent_Small_value_payments,179.81167803009117,Poor,180.0,7,1
January,20.0,Media_Manager,30272.61,2258.7175,3.0,3.0,15.0,1.0,30,8.0,8.83,8.0,_,180.94,35.627268931590464,Yes,17.975850989790292,128.35344939640535,Low_spent_Small_value_payments,369.5424496138044,Standard,190.0,1,1
February,20.0,Media_Manager,30272.61,2258.7175,3.0,3.0,15.0,,30,8.0,8.83,8.0,Standard,180.94,36.36723056832773,Yes,17.975850989790292,156.73518857577358,High_spent_Small_value_payments,311.16071043443617,Standard,191.0,1,1
March,20.0,Media_Manager,30272.61,2258.7175,3.0,3.0,15.0,1.0,30,6.0,8.83,8.0,Standard,180.94,24.924221555815784,Yes,17.975850989790292,145.72324238372204,Low_spent_Large_value_payments,332.1726566264876,Standard,192.0,1,1
April,20.0,Media_Manager,30272.61,2258.7175,3.0,3.0,15.0,1.0,30,8.0,8.83,9.0,Standard,180.94,38.13742934401867,,17.975850989790292,128.64107761951075,Low_spent_Large_value_payments,349.2548213906989,Standard,193.0,1,1
May,20.0,Media_Manager,30272.61,2258.7175,3.0,3.0,15.0,1.0,30,8.0,8.83,9.0,Standard,180.94,26.157513528986943,Yes,17.975850989790292,124.73413589514368,Low_spent_Large_value_payments,353.1617631150661,Standard,194.0,1,1
June,21.0,Media_Manager,30272.61,,3.0,3.0,15.0,1.0,30,8.0,8.83,9.0,Standard,180.94,31.78766413896373,Yes,17.975850989790292,162.78971038004275,Low_spent_Small_value_payments,335.1061886301669,Standard,195.0,1,1
July,21.0,Media_Manager,30272.61,2258.7175,3.0,3.0,15.0,1.0,30,8.0,8.83,9.0,_,180.94,34.81880457935844,,17.975850989790292,80.76136899318294,Low_spent_Medium_value_payments,407.1345300170268,Standard,196.0,1,1
August,21.0,Media_Manager,30272.61,2258.7175,3.0,3.0,15.0,1.0,30,8.0,8.83,9.0,Standard,180.94,27.04666862898917,Yes,17.975850989790292,110.21545884520472,Low_spent_Small_value_payments,387.68044016500505,Standard,197.0,1,1
January,31.0,Accountant,59971.42,,8.0,5.0,6.0,3.0,11,20.0,0.52,0.0,_,203.03,39.58066954983017,No,107.93724129573393,217.69306331999687,Low_spent_Large_value_payments,463.4315287176024,Standard,242.0,3,1
February,31.0,Accountant,59971.42,5190.618333333333,8.0,5.0,6.0,3.0,11,20.0,0.52,0.0,Standard,203.03,32.60829424933835,No,107.93724129573393,398.1844950780817,Low_spent_Small_value_payments,302.9400969595177,Standard,243.0,3,1
March,31.0,,59971.42,5190.618333333333,8.0,5.0,6.0,3.0,11,20.0,,0.0,Standard,203.03,27.43864955981603,,107.93724129573393,108.96024771140164,High_spent_Large_value_payments,542.1643443261977,Standard,244.0,3,1
April,31.0,Accountant,59971.42,5190.618333333333,8.0,5.0,6.0,3.0,11,18.0,0.52,0.0,Standard,203.03,36.61509400836026,No,107.93724129573393,81.93143455401052,,579.1931574835887,Standard,245.0,3,1
May,31.0,Accountant,59971.42,5190.618333333333,8.0,5.0,6.0,3.0,12,,0.52,4.0,Standard,203.03,30.37106368849617,No,107.93724129573393,171.7678290171303,High_spent_Small_value_payments,499.3567630204692,Standard,246.0,3,1
June,31.0,Accountant,59971.42,,8.0,5.0,6.0,3.0,11,20.0,0.52,4.0,Standard,203.03,37.976014680074265,No,107.93724129573393,63.43139146797594,,597.6932005696234,Standard,247.0,3,1
July,31.0,Accountant,59971.42,5190.618333333333,8.0,5.0,6.0,3.0,11,20.0,-5.48,,Standard,203.03,36.479430827706544,No,107.93724129573393,123.09794792721196,High_spent_Medium_value_payments,538.0266441103875,Standard,248.0,3,1
August,31.0,Accountant,59971.42,5190.618333333333,8.0,5.0,,3.0,11,20.0,-4.48,4.0,Standard,203.03,34.4296386021376,No,107.93724129573393,66.87314027472985,High_spent_Medium_value_payments,594.2514517628695,Standard,249.0,3,1
January,32.0,Accountant,42220.39,3490.3658333333333,1.0,4.0,1.0,,9,9.0,7.48,1.0,Good,257.81,25.56459705167188,,135.2703961897122,93.31106008777203,High_spent_Small_value_payments,380.4551270558492,Standard,268.0,4,1
February,32.0,Accountant,42220.39,3490.3658333333333,1.0,4.0,1.0,4.0,11,9.0,7.48,1.0,Good,257.81,26.872447654567324,No,135.2703961897122,219.43596640064183,Low_spent_Large_value_payments,264.3302207429793,Standard,269.0,4,1
March,32.0,Accountant,42220.39,3490.3658333333333,1.0,4.0,1.0,4.0,6,9.0,2.4800000000000004,1.0,Good,257.81,28.64262459666522,No,135.2703961897122,331.30879250021826,Low_spent_Small_value_payments,172.4573946434029,Standard,270.0,4,1
April,32.0,Accountant,42220.39,3490.3658333333333,1.0,4.0,1.0,4.0,9,9.0,7.48,1.0,Good,257.81,29.92048345703905,No,135.2703961897122,166.28785494454158,Low_spent_Medium_value_payments,327.47833219907955,Standard,271.0,4,1
May,,Accountant,42220.39,3490.3658333333333,1.0,4.0,1.0,4.0,9,9.0,7.48,1.0,Good,257.81,33.10337979511345,,135.2703961897122,138.82286796566777,High_spent_Medium_value_payments,324.94331917795336,Standard,272.0,4,1
